airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
neutral,TRUE,0,0,@Ryanair Fuerteventura!,,Sun Dec 03 17:10:34 +0000 2017,937368472874610689,,Athens
neutral,FALSE,0,0,"Tenía programado un viaje a Bélgica para el 1 de Dic, pero me parece que el trabajo me lo va a fastidiar. Sabéis si… https://t.co/YSV4t8G2vP",,Thu Nov 23 12:13:22 +0000 2017,933669801574223872,,
neutral,FALSE,0,0,Q tal?@Iberia quería saber si al.comprar un billete en clase turista luego puedo pasarlo a bussines,,Tue Dec 26 12:31:41 +0000 2017,945633212792999939,,London
positive,FALSE,0,0,Ryanair reconocerá a los sindicatos en un cambio histórico para parar la huelga - https://t.co/LEpYoox6tL,,Fri Dec 15 11:08:44 +0000 2017,941626070641586178,,Buenos Aires
negative,FALSE,0,0,Cuando te toca volar con Ryanair #OTGala9 https://t.co/WiSa57RCow,,Tue Jan 02 23:05:14 +0000 2018,948329363635867650,,Madrid
negative,TRUE,0,0,@Iberia A mi no me responden!,,Tue Nov 07 20:09:30 +0000 2017,927991421298200576,,
negative,TRUE,0,0,O como para no volver a confiar en iberia?,,Wed Nov 22 21:45:54 +0000 2017,933451497613996033,,
neutral,FALSE,0,0,Adivinen si Aerolíneas va a cerrar la ruta a Barcelona y ayer aparecieron promos de Iberia a... Barcelona.,,Wed Nov 29 13:34:49 +0000 2017,935864629292683264,,Buenos Aires
positive,TRUE,0,0,@LifeLoversBcn @DescubreIsrael @promotourist @bthetravelbrand @travelwebcamses @logitravel @Destinia @eDreams_es… https://t.co/iDcIyw0H68,,Thu Jan 04 09:17:31 +0000 2018,948845839778308096,,Pacific Time (US & Canada)
negative,TRUE,0,0,"También pregunté en un sitio si esa cola era ryanair y una persona me dijo que no entendía mi idioma, le pregunté a… https://t.co/eJ9tyFmozN",,Thu Dec 14 19:28:24 +0000 2017,941389426772541445,,
neutral,TRUE,0,0,@AlbertoPajaroto @Airbus @aviaciondigital @AviacionD @aviacion_al_dia @avioneando @De_aviacion @VadeAviones… https://t.co/mStXqXQ3Jo,,Thu Dec 28 11:02:23 +0000 2017,946335516076756992,,Madrid
negative,TRUE,0,0,@Iberia me parece mal q el servicio de atencion al cliente con respeto a reclamaciones se este gestionando tan lent… https://t.co/6Tqc2VAYWa,,Mon Nov 27 15:18:00 +0000 2017,935165819750825984,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/ita1bxPs0H",,Wed Nov 29 06:01:26 +0000 2017,935750528478470144,,
negative,TRUE,0,0,"@Iberia, en el #AeropuertodeZaragoza no tenéis oficina desde hace mucho tiempo, no sigáis mandando a los pax. Un saludo",,Sat Dec 30 11:06:45 +0000 2017,947061389998379008,,
positive,FALSE,0,0,"Vuelos a 5€. En vez de ir a cenar al McDonalds nos vamos a Alemania, total... 🤷🏻‍♂️ https://t.co/EVbVER6piR",,Tue Nov 21 20:45:01 +0000 2017,933073786924093441,,Madrid
negative,FALSE,0,0,Un pasajero sale por una de las alas de un avión de Ryanair tras aterrizar en Málaga https://t.co/95w5zF6Ws9,,Thu Jan 04 11:06:09 +0000 2018,948873179216449536,,Hawaii
negative,FALSE,0,0,"Si kieres1vuelo rápido no elijas @Iberia tdo l equipaje dmano nbodega,ellos puntuales,yo pierdo 40 min nla cinta,así s hacen ls estadísticas",,Sun Dec 17 19:44:27 +0000 2017,942480630683701248,"Castrillón, España",
negative,FALSE,0,0,Ryanair se enfrenta mañana en Alemania a la primera huega de pilotos de su historia https://t.co/8mGw7GJkNV vía @expansioncom,,Thu Dec 21 17:28:20 +0000 2017,943895927210815489,,Madrid
positive,FALSE,0,0,"Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos

https://t.co/WJgL8LQu6M",,Mon Dec 18 16:07:44 +0000 2017,942788480828133376,,
neutral,FALSE,0,0,Me estoy enganchando en cualquier concurso que regale pasajes 🙈 https://t.co/IKvXSe0O0u,,Fri Nov 17 10:56:24 +0000 2017,931476108817719296,,Santiago
neutral,FALSE,0,0,Iberia Express estrenará destinos en Grecia e Italia en verano de 2018 https://t.co/6KS5izDNnM @hosteltur https://t.co/d4MDOWWRzk,,Thu Dec 14 07:59:09 +0000 2017,941215972471357440,,Amsterdam
positive,TRUE,0,0,"@algoqrecordar @Iberia  @viajarlocura @lacosmopolilla   @WanderlustTB @TragaViajes  Una suerte poder volar, pero especialmente aterrizar 👉✌😜",,Tue Dec 19 12:53:46 +0000 2017,943102054968516608,,
neutral,FALSE,0,0,¿No sería más fácil que su suegro lo trajera tirándole de la oreja en un Ryanair? https://t.co/YcGaDJIvvl via @abc_es,,Thu Nov 02 14:46:24 +0000 2017,926098170815418373,,London
neutral,TRUE,0,0,@aeropuerto_LCG @vueling En vueling pilotan eh! Que en coruña cuando fustra iberia los de vueling lo “posan” en algodones ejejje,,Fri Nov 24 18:48:29 +0000 2017,934131625713176576,,Madrid
negative,FALSE,0,0,"Que interesante reflexión y caso de gestión de la marca por @juncagem de @Iberia en #EnamoraMKD
✅Humildad
✅Consiste… https://t.co/E7XGjuNSfL",,Tue Nov 14 15:43:15 +0000 2017,930461130857861120,,Madrid
positive,TRUE,0,0,@malaprensa @Ryanair Pero lo que sí podrás mostrar es el justificante del pago a su cuenta. Con eso debería ser suf… https://t.co/uJligBJanB,,Sun Dec 24 10:50:09 +0000 2017,944882884283858944,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor preci… https://t.co/5VkhdYla7T",,Mon Nov 20 21:28:01 +0000 2017,932722220182462465,,Bogota
negative,TRUE,0,0,@Iberia @AirNostrumLAM Pues no estaría de más que mejorasen los@procesos para que todo el personal de Iberia tuvier… https://t.co/XXp35xWORh,,Fri Dec 29 17:03:13 +0000 2017,946788707704754178,,
negative,FALSE,0,0,Así se bajó un pasajero de RyanAir harto de esperar para desembarcar https://t.co/s5at6pws3c,,Wed Jan 03 19:44:12 +0000 2018,948641161585090560,,Caracas
neutral,FALSE,0,0,Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet https://t.co/VeAPbuZ0MK vía mkdirecto,,Mon Jan 01 16:43:09 +0000 2018,947870824698122242,,Amsterdam
negative,TRUE,0,0,@iberiaexpress 22 horas y naaaa. Esto sigue igual que todo el día. La web de Iberia subastas tampoco funciona. Los… https://t.co/KkoVdE39kI,,Wed Nov 29 20:51:49 +0000 2017,935974603394093056,,Madrid
neutral,TRUE,0,0,@BrusselsAirport @jsakramer @Ryanair_ES rogaria que notificarias a los usuarios de mañana que #NO habrá huelga y qu… https://t.co/PoepBSR2mY,,Tue Dec 19 15:49:47 +0000 2017,943146349045911552,,Athens
positive,TRUE,0,0,"@Iberia Gracias @Iberia, y desde la aplicación del móvil? No siempre que viajo llevo ordenador",,Tue Nov 21 08:21:48 +0000 2017,932886751609348096,,Madrid
negative,TRUE,0,0,"@Iberia Una vez entregada la reclamación, como es la gestión, como puedo hacer seguimiento de la misma?",,Thu Jan 04 11:27:28 +0000 2018,948878543144062976,,
negative,TRUE,0,0,@Iberia porq no me responden,,Wed Nov 22 20:20:21 +0000 2017,933429969933529089,,Amsterdam
positive,TRUE,0,0,@Nessi_46 @lorenzo99 @AirEuropa @Ryanair Si supieran que gracias a @Ryanair_ES viajamos por muchos circuitos para p… https://t.co/91weOEQByM,,Sun Dec 03 21:26:20 +0000 2017,937432842342105089,,
positive,FALSE,0,0,"Esta Nochevieja tocaron ositos de gominola en vez de uvas. La pasé en vuelo de Nueva York a Madrid.
Por cierto, gra… https://t.co/tHtHLHHBX5",,Tue Jan 02 11:11:16 +0000 2018,948149691681837057,"Arroyo de la Encomienda, España",
negative,TRUE,0,0,@Iberia Que pena que vuestro telefono de contacto 11810 os desacredite tanto......,,Wed Nov 22 18:37:44 +0000 2017,933404145939337219,,
negative,TRUE,0,0,@ForondaNews24h @Pinguy2 @md_vit @Borja253 @VITairport @euskadinoticia @SpainStormPred @lariojaMeteo @MeteoEH La es… https://t.co/2odZDYNwN9,,Fri Dec 01 17:12:26 +0000 2017,936644169027719168,,Madrid
negative,TRUE,0,0,@Iberia A saber si alguien recogerá esa maleta. https://t.co/ZpiqtkdpHx,,Fri Nov 17 10:16:35 +0000 2017,931466084494069761,,
positive,FALSE,0,0,Y aterrizó Iberia. 🔥🚒🚑✈,,Thu Nov 02 22:44:51 +0000 2017,926218575098138624,,Pacific Time (US & Canada)
neutral,FALSE,0,0,"Despegando hacia Barcelona ✈
Con @Ryanair https://t.co/zZyBFszmkh",,Sat Dec 16 04:29:48 +0000 2017,941888065194348544,Bulgaria,Sofia
neutral,FALSE,0,0,"IAG, el grupo de Iberia y Vueling, compra la austriaca Niki que estaba en quiebra
https://t.co/H8NvawFI6M… https://t.co/KRc7sEgt8R",,Sat Dec 30 07:16:27 +0000 2017,947003431977304064,,Pacific Time (US & Canada)
positive,TRUE,0,0,@Dave_Alarcon He pillado oferta con Ryanair jajajajaja,,Tue Nov 28 18:04:20 +0000 2017,935570065017266176,,
negative,TRUE,0,0,"@BrusselsAirport Escasos medios,responsabilidad a Iberia a organización del aeropuerto,poca eficacia,falla política… https://t.co/JnhmS40Ltn",,Thu Dec 14 19:39:43 +0000 2017,941392275153833984,,
positive,TRUE,0,0,"@lizcastro Eso es otro debate. La pérdida de Spanair tiene mucho que ver. Iberia tiene sus preferencias, pero las c… https://t.co/4n0PklZho0",,Wed Dec 13 00:30:21 +0000 2017,940740642485035008,,Madrid
positive,TRUE,0,0,@Miguelmoralnjo @aegve_ @Iberia @Enterprise @GrupoNexo @nhhotelses Que grande! #supergex,,Tue Nov 21 14:56:13 +0000 2017,932986009452675072,,
negative,TRUE,0,0,@Iberia FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER… https://t.co/wXZsRibIju,,Thu Dec 14 03:12:51 +0000 2017,941143921480163330,,
neutral,FALSE,0,0,"Ryanair se planta ante las demandas de sus pilotos, que irán a la huelga https://t.co/tLNorcicQU https://t.co/zkHDrJMXEn",,Tue Dec 12 13:35:05 +0000 2017,940575739149148161,,
negative,TRUE,0,0,"@Iberia Bueno tampoco he tenido suerte, por mas intentos que he hecho, tal vez algo no esté funcionando para la web externa, digo Yo 😳",,Tue Dec 05 22:56:32 +0000 2017,938180317587886081,,
negative,FALSE,0,0,Ryanair se enfrenta a la primera huelga de sus pilotos en la historia https://t.co/cYZCUNnyK8 https://t.co/M3bD0p2Zus,,Wed Dec 06 16:05:04 +0000 2017,938439156010586114,,
negative,TRUE,0,0,@flycareIT @Iberia perdio nuestra valija de recuerdos de Europa el21/10/17 vuelo IB6845 y no hacen nada x devolver.,,Tue Oct 31 10:10:04 +0000 2017,925303851670036480,,
positive,TRUE,0,0,@Iberia Precioso espectáculo!!❤️✈️,,Thu Dec 28 20:07:04 +0000 2017,946472589857353730,,
negative,TRUE,0,0,@Iberia @Iberia @AirNostrumLAM Ni se imaginan el trastorno que supone estar por el momento 4 días camino de 5 sin m… https://t.co/sXcU4oam9z,,Tue Dec 26 09:37:07 +0000 2017,945589283242610688,,
negative,FALSE,0,0,Hola @SirChandlerBlog!  Felíz año!consulta sobre cambios de pasajes. Sabes cundo es más conveniente?  Mi hmno vino… https://t.co/uT1H44myaL,,Mon Jan 01 18:15:23 +0000 2018,947894035808772096,,Buenos Aires
negative,FALSE,0,0,Todas esas mierdas poéticas sobre que a la vuelta la mochila abulta más porque lleva experiencia las escribe peña q… https://t.co/vG3n5vYxRk,,Tue Nov 21 20:24:28 +0000 2017,933068615192055808,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/LHiLEygIK2",,Thu Nov 23 23:07:17 +0000 2017,933834367260090370,,Bogota
positive,FALSE,0,0,#Iberia expandirá en verano su frecuencia de vuelos a #PuertoRico https://t.co/rXVVtlf9z2 https://t.co/MUX51cQqVE,,Tue Dec 05 15:06:49 +0000 2017,938062107790241794,,Central Time (US & Canada)
negative,TRUE,0,0,@flycareIT en mismo vuelo emde @Iberia peerdieron 15 valijas. Pierden en @Iberia valijas a diarui y no las devuelven,,Tue Oct 31 10:11:26 +0000 2017,925304196462673925,,
negative,TRUE,0,0,@Iberia hola hoy he presenciado una cosa horrible. A señora de 70 años la han llevado en silla de ruedas a la puert… https://t.co/mAQ9qH8G4w,,Sat Dec 30 13:30:22 +0000 2017,947097533368725504,,
neutral,FALSE,0,0,Qué vergüenza. Por no decir algo más fuerte. https://t.co/N4ooWeeOAC,,Mon Jan 01 09:59:42 +0000 2018,947769292803727360,,Madrid
positive,FALSE,0,0,"RT Iberia: Di #HolaArgentina 🌎 ¡Haz RT y síguenos y entrarás en el sorteo de un viaje de largo radio para 2! ✈️
Ba… https://t.co/zBcdQMdQdj",,Mon Nov 06 12:03:28 +0000 2017,927506716945780736,,Mexico City
negative,TRUE,0,0,"@Iberia Buenas tardes. Traté de efectuar el check in tanto en las máquinas como en los puestos de facturación, indi… https://t.co/KYj0huwA2b",,Mon Nov 27 11:57:27 +0000 2017,935115349061664768,,Madrid
neutral,TRUE,0,0,@TaconesViajes @Iberia Nosotras iremos el fin de semana ( el curro no nos deja otra opción ),,Thu Nov 23 12:11:45 +0000 2017,933669395062312960,,
negative,FALSE,0,0,Estoy cagada de miedo. El día 31 me voy a Frankfurt y el día 30 empieza la huelga en Ryanair. Me veo comiéndome las… https://t.co/8Lf8YQqDBk,,Thu Dec 14 14:17:38 +0000 2017,941311221436993542,,Hawaii
negative,FALSE,0,0,El Supremo confirma la indemnización a los padres de una azafata de Spanair por @pedrojimenezg https://t.co/8JkjUflJ9N vía @La_SER,,Wed Nov 15 15:09:16 +0000 2017,930814965354778624,,Madrid
negative,FALSE,0,0,"Hola @Iberia que tal? Como esta es la única vía por la que de verdad contestan, pues les cuento... Necesito respues… https://t.co/hXwr5EOMDe",,Tue Dec 05 22:04:30 +0000 2017,938167222136164355,,Quito
positive,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/URGeo57TqO",,Thu Nov 23 03:51:34 +0000 2017,933543522740948993,,
negative,FALSE,0,0,Ojalá me llegaran a mi las de Air Berlín pero se ve que tardan meses en devolverte la pasta que han tardado segundo… https://t.co/1YnKDu91cc,,Thu Nov 23 10:52:54 +0000 2017,933649553810710528,,Madrid
negative,TRUE,0,0,"@hdelmastro @Iberia Ufff, yo me estoy peleando para que devuelvan un cargo en la tarjeta por una reserva que ellos mismos cancelaron",,Tue Dec 19 16:17:31 +0000 2017,943153331769311232,,Buenos Aires
neutral,TRUE,0,0,@SamsungEspana @Iberia No lo podíais haber repartido en un vuelo de Ryanair o asi.. A ver si los ricos del vuelo ah… https://t.co/lEAmmL6f21,,Thu Oct 26 11:00:46 +0000 2017,923504673843277824,,
negative,TRUE,0,0,@Iberia la aerolínea más espantosa en la que me ha tocado volar. 😓,,Wed Dec 13 02:11:11 +0000 2017,940766017910902784,,Mexico City
negative,FALSE,0,0,Vuelo inaugural de Iberia será el primero de octubre 2018. Managua - Madrid https://t.co/FMX9SNG1Sy,,Fri Dec 01 06:31:27 +0000 2017,936482858201485312,"Cartago, Costa Rica",Pacific Time (US & Canada)
negative,FALSE,0,0,1 2 3 escondite inglés tenías un cojín y ya no lo ves Gracias #Iberia #3651 #unplacer #sillachicco,,Thu Dec 28 16:12:41 +0000 2017,946413604978544640,,Madrid
negative,TRUE,0,0,@javidevicalvaro Iberia es la ETA Militar de las aerolineas. Mis peores experiencias han sido todas con ellos,,Thu Nov 23 08:19:41 +0000 2017,933610996584808451,,Dublin
negative,TRUE,0,0,@KilliMR @Iberia Tu intenta el reembolso.... tengo un video majisimo donde dicen que no estan autorizados a reembol… https://t.co/IhXjyN3Ej9,,Tue Dec 12 19:35:08 +0000 2017,940666348077813760,,Madrid
neutral,FALSE,0,0,Yo fui camarero del aire en Ryanair y sí sabía esas cosas,,Wed Jan 03 10:19:16 +0000 2018,948498993226698753,,Madrid
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aG7VLGNvLT",,Wed Nov 22 00:00:17 +0000 2017,933122930522734598,,Buenos Aires
positive,FALSE,0,0,Cuando @Iberia te incita unas vacaciones en Roma 🙋🏽‍♀️🙋🏼‍♀️ #VacacionesDeAmigas #HolaEuropa https://t.co/yCJ3M8l0y5,,Mon Dec 18 00:49:05 +0000 2017,942557296265134080,,
negative,TRUE,0,0,"-Paga 20€ por un billete y pretende tener un palacio por asiento.
-Resopla y comenta en voz alta el poco espacio pa… https://t.co/orvguMVJND",,Tue Jan 02 12:15:12 +0000 2018,948165781187186689,,Amsterdam
positive,FALSE,0,0,Ryanair ofrece 100.000 billetes desde 10 euros ;)... https://t.co/PQhRUlOB3u,,Mon Dec 04 11:34:25 +0000 2017,937646266766577664,,London
negative,TRUE,0,0,@SupermanlopezN @Iberia @giroditalia Esas demoras para toda la vida de las aerolíneas : nadie que ayude a los pasaj… https://t.co/KuNMLjZEdx,,Fri Dec 22 23:47:58 +0000 2017,944353852450594818,,
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/T3SOWT1oWd",,Fri Nov 17 17:38:59 +0000 2017,931577421429723136,,Buenos Aires
neutral,FALSE,0,0,"Desconvocada la huelga de fin de año de Ryanair en España

https://t.co/yDZicCTSUl",,Tue Dec 19 10:48:31 +0000 2017,943070534677524480,"Santa Cruz de Tenerife, España",London
neutral,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/yrSxN8Wefy",,Sat Dec 02 16:20:43 +0000 2017,936993541846437888,,Eastern Time (US & Canada)
neutral,TRUE,0,0,"@Pau_Vizcaino_ @Desahogada Guapa, que no ves que @Desahogada es una ciudadana VIP? Eso claramente es un avión de Te… https://t.co/q0dGxpi2Tc",,Mon Jan 08 15:33:21 +0000 2018,950389973231976449,,Paris
negative,FALSE,0,0,Constantes percances de nuestros ciclistas con sus equipajes: ayer le pasó a @SupermanlopezN en su viaje a Colombia… https://t.co/kXKAqBPgAl,,Fri Dec 22 11:34:33 +0000 2017,944169282379960320,,Eastern Time (US & Canada)
neutral,FALSE,0,0,200 bellos euros me ha dado ryanair por cancelarme un vuelo gracias forever grateful canceladme otro a ver,,Fri Dec 22 11:40:00 +0000 2017,944170655376986117,,Madrid
positive,FALSE,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/SMyzq9sTAn,,Mon Dec 18 15:54:19 +0000 2017,942785104732196864,,Buenos Aires
neutral,TRUE,0,0,@Iberia se puede viajar con ticket solo de ida teniendo el libro de familia y acompañada de mi esposo y mi hijo que son ciudadanos españoles,,Fri Dec 15 05:11:47 +0000 2017,941536242646347776,,
negative,TRUE,0,0,"@Iberia Por supuesto que realicé la reclamación, el mismo día que llegaron las maletas. Eso y todos y cada uno de l… https://t.co/eIDbMfBRKV",,Fri Dec 01 16:54:33 +0000 2017,936639668300500993,,
negative,TRUE,0,0,@AnaAngiolina @ostinus77 El sitio mas incómodo de todo Barajas junto a la nueva política de embarque de Ryanair. Aquí el resultado😂😂😂,,Thu Nov 30 12:52:12 +0000 2017,936216289760202752,"Madrid, España",Madrid
neutral,FALSE,0,0,Llegando a madas desde Un CRJ100 de AirNoustrum operado por iberia  desde SXB  Los invito a que me sigan por canal… https://t.co/NuqWgbVrcJ,,Sun Dec 17 04:37:35 +0000 2017,942252412248748032,,Buenos Aires
neutral,FALSE,0,0,"Volando voy, volando vengo.
Boeing 737-800 Ryanair 
Nuevecito. https://t.co/SDlxuqYszM",,Wed Nov 15 15:40:33 +0000 2017,930822841485979649,,
negative,FALSE,0,0,Mi experiencia con comida para celiacos con #Iberia la pechuga insípida dura y seca con ensalada de salmón (odio el… https://t.co/DvCZu5fmfN,,Mon Dec 18 17:55:40 +0000 2017,942815640867524608,,
positive,FALSE,0,0,Juanita @Juanihoponpop y yo le decimos #HolaEuropa gracias a ❤️❤️❤️❤️❤️❤️❤️@Iberia ¡Nos vamos para la increíble ROM… https://t.co/iOIBbnmTuy,,Fri Dec 15 16:45:43 +0000 2017,941710874934378496,,
neutral,FALSE,0,0,cual es la diferencia entre iberia e iberia express? xq hoy hay black friday...,,Mon Nov 20 20:04:06 +0000 2017,932701103195553793,,
positive,TRUE,0,0,@Iberia ¡Gracias! Así lo haré...,,Wed Jan 03 03:05:35 +0000 2018,948389849903624192,,Central Time (US & Canada)
negative,TRUE,0,0,@Ryanair #TravelThursday alicante,,Thu Nov 30 23:10:43 +0000 2017,936371944487837696,,
negative,TRUE,0,0,"@micahierro Claro, reduciendo rutas internacionales y dólares que ahora se las lleva por ejemplo @Iberia que volvió… https://t.co/byLxzA3SPB",,Thu Dec 28 19:46:51 +0000 2017,946467499553513472,,Buenos Aires
positive,FALSE,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/L9W06PcqjZ",,Mon Nov 27 21:23:44 +0000 2017,935257858245124096,,Pacific Time (US & Canada)
positive,TRUE,0,0,@KeinerJimenezA Directo a Madrid con Iberia.,,Mon Nov 27 23:54:40 +0000 2017,935295842411581442,"San José, Costa Rica",Central America
neutral,TRUE,0,0,@SirLoloVanHalen @MrMisingno Ryanair: Más espectacular pero con el mismo combustible ajustado de los Hermanos Wright,,Sat Nov 04 11:41:37 +0000 2017,926776441802579968,,
positive,FALSE,0,0,En un vuelo de Iberia se regaló a cada uno un Samsung Galaxy Note 8 ¿Te imaginas haber estado ahí? #note8abordo https://t.co/jFb2Qt9V5O,,Fri Nov 03 13:50:02 +0000 2017,926446373641375750,,Madrid
positive,TRUE,0,0,"@Iberia Claro ahora mismo, gracias",,Fri Nov 03 11:30:04 +0000 2017,926411150102814720,,Santiago
negative,TRUE,0,0,"@jonkortajarena Iberia da pena, cancela el vuelo de vuelta si no coges el de ida. Habiendolo pagado!! Te hacen comprar otro",,Fri Nov 03 14:20:58 +0000 2017,926454157426479105,,
negative,TRUE,0,0,@Iberia Imposible hacer el check in porque el campo de apellidos está dando error. Y vuelo mañana.,,Thu Nov 02 20:11:47 +0000 2017,926180057588162560,,Madrid
negative,FALSE,0,0,"Mientras tanto @Avianca , con rutas nacionales a más de 300 euros ! https://t.co/Szp5YODQp5",,Mon Jan 08 14:25:11 +0000 2018,950372819287924737,,
negative,FALSE,0,0,"Si llega @Ryanair a la Argentina, x favor si pueden NO viajen en esa línea aérea. Muy malo el servicio y maltrato a… https://t.co/ZzqUSfyu6r",,Fri Nov 24 22:11:35 +0000 2017,934182739271716866,,Santiago
positive,TRUE,0,0,"@Iberia Lamento leer las quejas,pero yo he viajado en la aerolínea y la atención a sido excelente, felices fiestas!!!",,Sat Dec 23 23:39:42 +0000 2017,944714160436256768,,
neutral,FALSE,0,0,La mejor foto tecnológica del año 2017 https://t.co/c2gDhu1Fe3 #WomenInTechSpain #redhat @juliaberp_julia Red Hat Iberia Country Manager,,Fri Jan 05 00:41:26 +0000 2018,949078349795741696,"Madrid, Comunidad de Madrid",
neutral,TRUE,0,0,@Iberia La verdad es que acabo de compartir y no me deja tirar de nuevo...,,Fri Nov 17 06:26:43 +0000 2017,931408237521506304,,
positive,FALSE,0,0,"Selección de 100 Tripulantes de cabina, en Sevilla, Málaga, Granada... para la compañía Ryanair. #empleo… https://t.co/hZkxjij00z",,Thu Oct 26 09:41:42 +0000 2017,923484774240604160,,Athens
negative,FALSE,0,0,LOS MATO. https://t.co/wBVwnxGgVy,,Wed Dec 13 23:43:12 +0000 2017,941091162366070785,"Siero, España",Hawaii
neutral,TRUE,0,0,@Iberia Les mande un mensaje directo,,Tue Nov 28 16:48:27 +0000 2017,935550967742902273,,Caracas
positive,TRUE,0,0,"@Iberia fue la primera vez que viaje, Madrid -Praga con mi hijo en navidades y la atencion fue excelente: sin fila… https://t.co/ZhSCVrz16c",,Mon Jan 08 13:57:55 +0000 2018,950365956739608582,,
negative,TRUE,0,0,@Iberia Y la línea en Colombia no sirve llevo 1 mes tratando y nada,,Mon Jan 08 16:06:59 +0000 2018,950398436775546881,,Bogota
positive,TRUE,0,0,@AvionRevueInt @Iberia Muchas gracias,,Fri Dec 15 12:49:58 +0000 2017,941651548031127552,,Madrid
positive,TRUE,0,0,@GuillerCil @lanuevaespana @AeroAsturias @Iberia Hubo una época que se sacó una oferta de promocion a ORD y era más… https://t.co/37VLrnpukK,,Thu Dec 14 11:06:26 +0000 2017,941263103244857344,,Madrid
neutral,FALSE,0,0,"#EMPLEO Selección de 100 Tripulantes de cabina, en Sevilla, Málaga, Granada… para la compañía Ryanair https://t.co/1VlMr0ltKB",,Thu Oct 26 09:45:52 +0000 2017,923485823839940610,,
negative,TRUE,0,0,"@Iberia A partir de las primeras 24 horas?! Desde luego, alucinante. Debéis de pensar que la gente no se lava los d… https://t.co/FCQ2tQNBiP",,Fri Dec 22 10:02:24 +0000 2017,944146092245049344,,London
neutral,TRUE,0,0,"@Iberia #HolaArgentina, que bueno este sorteo, que te da la posibilidad de viajar!!!",,Tue Nov 14 17:53:40 +0000 2017,930493951055941637,,
negative,TRUE,0,0,"@Iberia @SERNAC Además de reventar el candado y encontrar la maleta abierta, menos mal no robaron nada, algo bueno… https://t.co/6GM9ckruj0",,Wed Nov 29 17:18:35 +0000 2017,935920940415967233,,Santiago
negative,FALSE,0,0,Iberia me sigue puteando con el equipaje. Tengo unas ganas brutales de seguir volando con ellos #NO,,Fri Dec 15 11:41:05 +0000 2017,941634211043213312,,Pacific Time (US & Canada)
negative,TRUE,0,0,"Y esto no solo pasa en Iberia, eh.
Tengo MUCHAS consultas de gente que ve que el año acaba y le deben vacaciones qu… https://t.co/xN8F5bv6xk",,Fri Dec 15 12:17:43 +0000 2017,941643432572973057,,Madrid
negative,FALSE,0,0,#AyTalento #lasubcontrata #AiTalento Ryanair sufre en Alemania la primera huelga de pilotos de su historia - Ryanai… https://t.co/q0aldi2kI8,,Fri Dec 22 21:45:39 +0000 2017,944323070545801219,,Pacific Time (US & Canada)
neutral,FALSE,0,0,Norwegian lanza vuelos «low cost» desde Madrid a Estados Unidos para competir con Iberia https://t.co/2izhuEsYB0 vía,,Fri Dec 15 23:35:50 +0000 2017,941814084814610433,,Madrid
neutral,TRUE,0,0,"@Iberia ¿La única opción que tengo es comprar cada tramo con Avios por separado? 
Gracias por adelantado.",,Tue Oct 31 12:04:12 +0000 2017,925332577065373696,,Madrid
negative,TRUE,0,0,"@Iberia @CristiOnline a mi me está dando el mismo problema… 
An error occurred while processing your request.
Refer… https://t.co/cpERIZyTk4",,Fri Nov 24 10:41:51 +0000 2017,934009159128879104,,Mountain Time (US & Canada)
neutral,TRUE,0,0,"@Iberia ¡Holaaaaaaaaaaaaaaaaaaaaaaaaa, feliz Navidad @Iberia!. Haciendo cuentas, sumas y restas para un boleto MDE/BIO/MDE.",,Mon Dec 25 02:44:24 +0000 2017,945123031583731713,,Eastern Time (US & Canada)
positive,TRUE,0,0,"@Iberia #HolaColombia hace mucho no viajo con Iberia, pero el recuerdo es especial, por el viaje y por el servicio.",,Tue Nov 14 12:00:28 +0000 2017,930405064375758848,,Bogota
